LU,Text
depense," On chercha diligenment quelque amy qui voulut bien fournir a la depance et nous prester de l' argent sans interest pour quelque peu d' annee. Ce qu' on trouva enfin chez Mons‹ieu›r Lesperance, marchand de cette ville, a qui on en a l' obligation, qui l' a fait de la meillieure grace et tres obliganment. (MORIN,.3580) "
depense," si le met trestot an despanse (YVAIN,91.3183) "
depense," Toutefois comme a celui que je sai qui m# est ami, et qui sest la nesesité de mes affaires, je vous diré libremant qu# aiant prié Monsieur de Birague de prandre la paine de se voiage, qui m# estoit nesesere, et qui ne poura que servir a l# avancemant de votre negosiation, j# euse bien dessiré, comme il=leut esté tres raisonnable, estant là pour moi et sachant la despanse et inconmodité qui=la eue pour m# aconpagner, lui donner moien pour fournir a la despanse de ce voiage. (VALOIRS_CORR,261.1844) "
depense," Bien vous vouderoi je suplier de vouloir faire tant pour moi que Monsieur de Birague <paren> qui a pris tant de paine pour moi et qui a si bien servi le roi an ce voiage et tout autre lieu <$$paren> ne resut tant de perte a mon aucasion, aiant fait tant de despanse, et qu# il pleut au roi i avoir esgart; et fallant à la serimonnie du Saint Esprit, qui n# i perdit ce qui=li ont. (VALOIRS_CORR,270.1985) "
frais," Car en Flandres fu longuement, Où il despendi largement, A ci grant labeur & grant peinne, A roy de terre si lonteinne, A ci grant frais, à ci grant mise Qu' il passa la mer & Tamise, Et sercha mainte region, Pour avoir son entention. (ANONYME_ALEXANDRIE,.418) "
frais," Sacent tout qu' il est concordet par eschevins, par les VIII hommes, et par tout le consel de le ville, et par le commun de le ville, que se hom dou consel de le ville, ne bourgois de cheste ville, avoit frais, cous, ne damages pour l' oquoison de le franchize, de le loy, ne des besoignes de le ville aidier à warder ou soustenir, en quel manière que chou fust, li ville et tous li communs les en doit délivrer au commun frait de le ville. (Anonyme_Roisin,14.204) "
frais," il faudroit aussy sçavoir par ou on les auroit a moins de frais. (DUPLESSIS_LETTRE,3.295.2035) "
frais," mais nos commerçants y feroient des profits considerables si les frais n' etoient pas excessifs. (DUPLESSIS_LETTRE,4.38.2739) "
frais," et quoy=que cette depence ne se fasse pas a ses frais, sa protection et ses soins nous sont fort avantageux, (DUPLESSIS_LETTRE,4.113.3425) "
frais," et li fist delivrer par ses chevaliers d' ostel deus mille florins, pour paiier ses menus frés sus son cemin. (FROISSART,57.423) "
frais," Je n' ai finance fors que pour mes menus frés. (FROISSART,61.509) "
frais," Encores fu il delivré au mestre d' ostel de messire Jehan de Hainnau grant fuisson de blance monnoie d' Engleterre, pour paiier lors menus frés sus le cemin. (FROISSART,105.1464) "
frais," et paioient partout les frés de li et de ses gens; (FROISSART,106.1471) "
frais," Li contes, qui fu moult amis et honnourables et qui avoit grant pité de li, et aussi avoient tout signeur et toutes dames de bien, li fist delivrer et baillier or et argent, pour paiier ses menus frés, (FROISSART,198.3458) "
frais," Et estoit ordonné de par le roi de France que, de mois en mois, il avoient mille esqus et bien paiiés, pour paiier lors menus frés. (FROISSART,239.4395) "
frais," et dist que il n' avoit point d' argent la aporté, fors que pour ses menus frés paiier. (FROISSART,244.4497) "
frais," Et qant il veirent que il avoient en partie achievé ce pour quoi il estoient venu a Valenchiennes, car il ne faisoient riens que ce ne fust par le consel dou conte et de son frere, qant il orent esté a Valenchiennes plus de demi an et despendut biaucop d' argent, tant en dons pour avoir l' amour des signeurs de l' Empire que en lors menus frés, il prissent congiet au conte et a son frere, (FROISSART,264.4868) "
frais," et lor remonstra les grans frés que il soustenoit et soustenroit tous les jours. (FROISSART,287.5355) "
frais," Vous devés sçavoir et croire legierement que li rois d' Engleterre gissoit a grans frés et as grans coustages deça la mer; (FROISSART,297.5545) "
frais," Et tous les mois estoient paiiet de lors gages, sans les grans coustages et frés qui li venoient de costé, a tenir ces signeurs d' Alemagne a amour, (FROISSART,297.5547) "
frais," et leur dist: Biau signeur, je ne sui pas venus en ce pais et faire les frés et les coustages si grans que vous veés que je fac et ai fais jusques a chi, pour tenir le siege devant Cambrai. (FROISSART,317.6023) "
frais," dou mains toute la ducee de Normendie, qui jadis avoit esté as rois d' Engleterre, li seroit rendue, et la conté de Pontieu et celle de Monstruel, et tous coustages et frés que fais avoit, li et ses gens, depuis que il passa la mer en la cause dou calenge. (FROISSART,457.9341) "
frais," Receue avons la supplicacion de noz amez les gens des trois estaz, consulz et habitans des prevostez d' Orilhac et des Maours esdictes Montaignes d' Auvergne, contenant que comme pour supporter les grans fraiz, mises et despens qui leur a convenu et convient chascun jour faire pour la garde et defense du païs d' icelles prevostez, qui sont es frontieres de noz anciens ennemis les Anglois, qui chascun jour y courent et ont pres d' icelles pluseurs grosses garnisons et patiz, soit besoing et neccessité ausdiz supplians de eulx assembler ensemble et asseoir, imposer et lever sur eulx certaines sommes de deniers pour convertir et employer en leur garde, ce qu' ilz n' oseroient faire, comme ilz dient, sanz avoir noz lettres de congié et licence, requerans humblement iceulz. (MORCHESNE_FCR,.36) "
frais," Nous avons receu l' umble supplicacion des manans et habitans de tel lieu, consors en ceste partie, contenant comme il leur soit neccessité de eulx assembler pour faire et constituer eulx ensemble procureurs pour poursuir et defendre une certaine cause ou causes touchans le fait commun d' entr' eulx, meue et encommencee a l' encontre de Tel, et aussi leur soit neccessité de asseoir, imposer et faire lever sur eulx une taille pour employer, tourner et convertir es mises, fraiz et despens qui leur seront neccessaires a faire et supporter en la poursuite d' icelle cause ou causes, ce qu' ilz n' oseroient bonnement faire, si comme ilz dient, sanz avoir de nous congié et licence du faire, requerant humblement iceulx. (MORCHESNE_FCR,.44) "
frais," se nostre grace ne lui estoit sur ce impartie, si comme il dit, en nous humblement suppliant que, attendu qu' il a bien servy oudit office de juge mage, comme dit est, au prouffit et utilité de nous et du bien publique du païs de ladicte seneschaucié et puet encores faire et aussi qu' il y a oudit païs grant chierté de vivres et si lui a convenu et convendra faire mutacion de demeure et autres grans frais a l' occasion dessusdicte, lesquelz pour l' affoiblissement et empirence des monnoyes il ne pourroit pas supporter ne son estat honnestement maintenir des gaiges de l' un desdiz estas et offices, nous lui vueillions sur ce pourveoir de nostredicte grace. Pour=quoy nous, consideré ce que dit est et les bons et agreables services que ledit suppliant nous a fais par long temps et esperons que encores face ou temps a venir, voulons et nous plaist et a icelui suppliant avons octroyé et octroyons de grace especial par ces presentes que de cy a un an a compter de la date de ces presentes il puisse tenir lesdiz deux estaz ou offices de nostre conseiller oudit parlement et de juge mage de Quercin, ja soit ce qu' ilz soient incompatibles, et, se bon lui semble, faire desservir et excercer ledit an durant ledit office de juge mage, a ses perilz et fortunes, par personne suffisant et ydoine. (MORCHESNE_FCR,.113) "
frais," on luy dit qu' elle n' avoit qu' a disposer les choses p‹ou›r sa sortie, qu' elle ne devoit plus panser a estre R‹eligieu›se, mais a retourner a Paris, qu' on l' y feroit reconduire et peyeroit les frais de son voiage, ou bien si elle vouloit, s' etablir dans le Canada, a son choix. (MORIN,.88) "
frais," Apres luy s' y joignit encorre Monsieur le duc de Liancourt, Monsieur le chevaillier de Morangis, Monsieur le chevaillier Duplessis Montbart, Monsieur le baron de Renty, sy renommé pour sa vertu, Monsieur Drouart, gentilhomme ordinere de Monseig‹neu›r le duc d' Orleans, Monsieur le baron de Fancamp, Monsieur de Chomedey dit de Maisonneuve, qui an a esté le premier gouverneur et y a demeuré en cette calité plus de 20 ans, et plusieurs autres seigneurs dont les noms me sont inconnu qui s' unirent et asocierent au mesme dessain et resolurent entr' eux d' anvoier et antretenir a leurs frais et despans une Colonie françoisse dans l' isle du Montreal pour y travailler incessanment a la conversion des Sauvages. (MORIN,.387) "
frais," tous les Messieurs de la Compagnie qu' il c' etoit associé dans la d‹it›e Seigneurie y consantirent tous dans la pancee que ces Messieurs eclesiastiques pourois plus advantageusement travailler a la gloire de Dieu, estant establis sur les lieux, et faire moins de depances pour soutenir les frais de la Colonie qu' eux qui ne pouvois pas estre presans, et plusieurs autres reisons qu' on ne peut pas ecrire. (MORIN,.618) "
frais," Madame de Bullion peya tous les frais de son voiage, (MORIN,.918) "
frais," Monsieur de La Dauversiere prit 2=000# de leur fondation pour les esquiper, aprovisionner et fournir aux frais du voiage, qui est tout ce qu' elles en profiterent, ayant esté perdue peu apres. (MORIN,.939) "
frais," Monsieur de La Dauversiere prit sur la fondation deux mil livres pour payer les frais de leur voiage et celuy de deux domestiques engagés pour 3 ans, selon la mode du tamps, qu' elles amenerent avec elles pour defricher de la terre. (MORIN,.1159) "
frais," C' etoit la les repas frians de nos cheres sœurs et quelque peu de poisson frais que leur donnèt les mesmes personnes ou Messieurs les prestres du seminere de Saint Sulpice qui commanserent a les affectionner, particulierement Mons‹ieu›r Souart dont je parlé naguere comme medecin. (MORIN,.1173) "
frais," mais aussy=tost qu' on s' otèt d' aupres, on ne s' an santèt plus a cause du fret de la chambre. (MORIN,.1199) "
frais," Il fallut enfin remettre la R‹everan›de mere du Ronceray au soin de Monsieur Migeon qui passèt en France, lequel s' en chargea agreablement comme bon amy, toujours prest a nous faire pleisir et d' aillieurs homme de probité et for consideré, qui estoit juge de Montreal, qui en prit tout le soin possible et la conduisit et acompagna jusqu' a son monastere aux frais de cette communauté, avec justice, puis=qu' elle n' etoit venue que pour luy randre un grand service dont elle luy cera eternellement obligee, ‹et›c. (MORIN,.1770) "
frais," On a estimé ce qu' on prit sur la queste commune, p‹ou›r l' hospital, a mil livres au moins, a cause que les ouvriers furent mis a travaillier a leur batiment par l' ordre de Monsieur le commicere, le premier, ce qui ne plut pas baucoup a M‹onsieu›r Pothier qui estoit chargé du batimant des R‹eligieu›ses et a ma s‹œu›r Denis, notre depositere, qui se trouverent obligé de faire ecarir de nouveau la plus grande partie du bois qu' il leur failloit, dans les forets et bois debout, qu' ils firent ecarir et amener en charette a grans frais, maistre Paillard ayant pris le premier pour l' hopital, comme j' ay deja dit. (MORIN,.3089) "
frais," car aussy=tost que le navire fut arivé, Mons‹ieu›r Grandmesnil, qui fait nos afaire a Kebec, ecrivit a n‹otre› Reverande mere que M‹onsieu›r l' Intandant avoit resu ordre de la cour d' arester et prandre trois mil six cens livres pour peyer les frais qu' il avoit fait a la maison ou nous sommes pour y loger les soldats malades et nous avec eux pour les servir, ce qui etonna baucoup tout le monde et nous plus que personne. (MORIN,.3394) "
frais," mais comme il ne donnèt point de moyen, on ne se pressèt pas joint que la batisseuse croyèt la chose inpossible a cause que la seison de batir estoit trop advancee, et des faux frais qu' il faudrèt faire innevitablement, et plusieurs autres bonnes reisons qu' elle alequèt pour persuader que cela ne se pouvèt pas et qu' on ferèt mieux de louer la maison des freres pour une annee afin de nous hoster d' anbaras et eux de peine. (MORIN,.3518) "
fuer," Irbourga pensoit en son cuer Que li roy de Chypre, à nul fuer, Ne lairoit qu' avec leur messages N' envoiast des siens bons & sages, Par quoy li soudans acordast Ceste pais & qu' il la jurast. (ANONYME_ALEXANDRIE,.3190) "
fuer," si leur dist: ""Seigneur, sachiés que je ne le lairoie a nul fuer que je ne m' en venjaisse d' aus, ne pour l' apostoile!"" (CLARI_CONSTANTINOPLE,14.320) "
fuer," qu' il ne se peut estordre a nul fuer qu' il n' alast hors a chu balliu. (CLARI_CONSTANTINOPLE,22.529) "
fuer," Quant il virrent qu' il ne peurent avant aler a nul fuer, si prisent Andromes l' empereeur, (CLARI_CONSTANTINOPLE,26.631) "
fuer," Dont il avint que, qant li signeur qui la ville de Valenchiennes gouvrenoient pour ce temps, en veirent la maniere, il missent par ban et sus painne a toutes coses fuer et pris raisonnable, et tant que li Englois s' en contenterent grandement. (FROISSART,254.4721) "
fuer," - Sire, fis je, se je avoie la mauvestié en mon cuer, si ne vous loeroie je a nul fuer que vous la feissiés. (JOINVILLE_MEMOIRES,211.2433) "
fuer," Ne m' arestereie a nul fuer Si lungement que jeo beüsse, Pur=quei treis pas aler peüsse. (MARIEF_LAIS,.2017) "
fuer," Mes andui sont de si fier cuer que li uns por l' autre a nul fuer de terre un pié ne guerpiroit se jusqu' a mort ne l' enpiroit; (YVAIN,27.857) "
fuer," de celi qu' ele ot leidangiee ne cuide ja=mes a nul fuer que amer la doie an son cuer, (YVAIN,54.1866) "
