SentID,Corpus,LU,Frame,ID,Author,Title,Date,Century,Domain,Genre,Region,Form,Wordcount_Source,Text,Target1Start,Target1End,Target2Start,Target2End,Target3Start,Target3End
92,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"ainçois oient les besoingnez que il ont par devant eulz ou lieu la ou il ont esté acoustumez a oÿr , si que il ne lessent pas a poursuivre leur droit pour travail ne pour despens .",171,177,,,,
93,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,Ja pour les grans despens que le roy fesoit en aumosne ne lessoit il pas a faire grans despens en son hostel chascun jour .,18,24,,,,
94,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"Pour celle guerre appaisier envoia le roy mon seigneur Perron le Chamberlain , l’ omme du monde que il creoit plus , et aus despens le roy ; ",124,130,,,,
95,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"Ne pour dons ne pour despens que l’ en feist en cel host ne autres desa mer ne dela , le roy ne requist ne ne prist onques aide des siens barons n’ a ses chevaliers n’ a ses hommes ne a ses bones villes , dont en ce plainsist .",21,27,,,,
96,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"et avec ce , que il ne preingnent oeuvre ne procuracions en meson de religion , ne pres d’ eulz , aus despens des religieus .",102,108,,,,
97,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"Par le conseil mon seigneur Pierre de Bourbone , nous preismes .XL . livres pour nos despens ,",85,91,,,,
98,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,et le grans despens que je ferai si yert pour nyent fait .,12,18,,,,
99,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,Et il disoit : Je aimme miex que l’ outrage de grans despens que je faiz soit fait en aumosne pour l’ amour de Dieu que en boban ne en vainne gloire de ce monde .,53,59,,,,
100,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"Et de la la mena le roy Thybaut a Provins , la ou la venue fut faite a grant foison de barons et a granz despens .",105,111,,,,
101,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"et pour la pez du pere et du fil , il envoia de son conseil en Bourgoingne , et a ses despens ; ",86,92,,,,
102,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,et vous retieing touz des or endroit aus despens du roy .,41,47,,,,
103,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"car se je demeure en la cité de Tryple avec li , ce n’ iert pas sanz granz despens ,",75,81,,,,
104,MCVF,depens,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,Pren te garde que les despens de ton hostel soient resonnable et admesurez .,22,28,,,,
105,MCVF,depens,FR_Spending,ANONYME_ALEXANDRIE,Guillaume de Machaut,Prise d’Alexandrie,1369,14th,,Chroniques,,,53492,"Six mois entiers fu à Venise , A grant despens & à grant mise ; ",39,45,,,,
106,MCVF,depens,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,Et le bon homme le mary se contient le plus sagement qu’ il peut sans faire grans despens EOS,82,88,,,,
107,MCVF,depens,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,"Et pour l’ affection qu’ il a d’ y venir et aussy qu’ il n’ a volu demourer entre voyes pour les despens qui sont grans , si arive a l’ aventure a sa meson a telle heure qu’ il est auxi pres du matin come du soir EOS",97,103,,,,
108,MCVF,depens,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,"Brief , le bon homme fait le mieulx qu’ il peut et aux maindres despens ,",64,70,,,,
109,MCVF,depens,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,car les despens sont grans .,8,14,,,,
110,MCVF,depens,FR_Spending,FROISSART,Jean Froissart,"Chroniques, Premier livre",1399,14th,,Chroniques,,,217105,et li fist a ses despens avoir pasage .,17,23,,,,
111,MCVF,depens,FR_Spending,FROISSART,Jean Froissart,"Chroniques, Premier livre",1399,14th,,Chroniques,,,217105,"et cevaucierent a petites journees , et a grans despens .",48,54,,,,
112,MCVF,depens,FR_Spending,MORCHESNE_FCR,Odart Morchesne,Le formulaire de la chancellerie royale,1422,15th,,Document administratif,,,11277,"Receue avons la supplicacion de noz amez les gens des trois estaz , consulz et habitans des prevostez d’ Orilhac et des Maours esdictes Montaignes d’ Auvergne , contenant que comme pour supporter les grans fraiz , mises et despens qui leur a convenu et convient chascun jour faire pour la garde et defense du païs d’ icelles prevostez , qui sont es frontieres de noz anciens ennemis les Anglois , qui chascun jour y courent et ont pres d’ icelles pluseurs grosses garnisons et patiz , soit besoing et neccessité ausdiz supplians de eulx assembler ensemble et asseoir , imposer et lever sur eulx certaines sommes de deniers pour convertir et employer en leur garde , ce qu’ ilz n’ oseroient faire , comme ilz dient , sanz avoir noz lettres de congié et licence , requerans humblement iceulz .",223,229,,,,
113,MCVF,depens,FR_Spending,MORCHESNE_FCR,Odart Morchesne,Le formulaire de la chancellerie royale,1422,15th,,Document administratif,,,11277,"Nous avons receu l’ umble supplicacion des manans et habitans de tel lieu , consors en ceste partie , contenant comme il leur soit neccessité de eulx assembler pour faire et constituer eulx ensemble procureurs pour poursuir et defendre une certaine cause ou causes touchans le fait commun d’ entr’ eulx , meue et encommencee a l’ encontre de Tel , et aussi leur soit neccessité de asseoir , imposer et faire lever sur eulx une taille pour employer , tourner et convertir es mises , fraiz et despens qui leur seront neccessaires a faire et supporter en la poursuite d’ icelle cause ou causes , ce qu’ ilz n’ oseroient bonnement faire , si comme ilz dient , sanz avoir de nous congié et licence du faire , requerant humblement iceulx .",491,497,,,,
114,MCVF,depens,FR_Spending,ANONYME_CNN,Anonyme,Cent Nouvelles Nouvelles,1458,15th,,Nouvelle / Fabliau,,,152174,"Voyans aussi qu’ ilz sont loing de leur pays , et que la force n’ est pas leur en ce lieu , si furent contens de prendre argent pour leurs despens et s’ en retourner dont ilz vindrent .",139,145,,,,
115,MCVF,depens,FR_Spending,ANONYME_CNN,Anonyme,Cent Nouvelles Nouvelles,1458,15th,,Nouvelle / Fabliau,,,152174,"Mais pource que je vous ay fait venir de loing et vous ay bien voulu monstrer que je ne suis pas homme pour avoir le demourant d’ un prestre , je suis content de paier voz despens .",172,178,,,,
116,MCVF,depens,FR_Spending,ANONYME_CNN,Anonyme,Cent Nouvelles Nouvelles,1458,15th,,Nouvelle / Fabliau,,,152174,"Et qu’ il soit vray , depuis a son pourchaz et a ses chers coustz et despens il la fist marier tresrichement et bien , a la contemplacion seullement de la franchise et loyaulté qu’ en elle avoit trouvé , dont il eut la vraye cognoissance par le refus icy dessus compté .",69,75,,,,
117,MCVF,depens,FR_Spending,Commynes_Memoires,Philippe de Commynes,Mémoires,1489,15th,,Journal / Mémoire personnel,,,43495,"La compaignie de telz , que je dy , est que le plus souvent ne vont que pour parer la feste , et souvent à leurs despens .",113,119,,,,
118,MCVF,depens,FR_Spending,Commynes_Memoires,Philippe de Commynes,Mémoires,1489,15th,,Journal / Mémoire personnel,,,43495,"et finablement donna le roy audict duc de Bourgongne six vingtz mille escuz d’ or , dont il paya la moytié contant , avant se lever du champ , pour les despens qu’ il avoit faictz à mectre sus l’ armée .",152,158,,,,
119,MCVF,depens,FR_Spending,GENDRON,François Gendron,Quelques particularitez du pays des Hurons en la Nouvelle France,1644,17th,Non littéraire,Journal / Mémoire personnel,Orléans,,3663,"car pour l’ ordinaire il n’ y demeure qu’ vn Procureur , aſſiſté de quelques perſonnes choiſies qui ſe ſont données à Dieu en cette Maiſon pour y ſeruir le reſte de leur vie ; les uns à baſtir des Egliſes & Chapelles dans les villes & bourgades circonuoiſines , à meſure que le Chriſtianiſme s’ y eſtablit , les autres à l’ entretien des Miſſionnaires qui viuent en inſtruiſant ces Peuples au dépens du grand ménage de cette Maiſon , ou pluſtoſt de la manne & benediƈtion celeſte , que Dieu répand ſur le trauail de ces Fideles ſeruiteurs , qui ſuffit meſme à l’ entretien d’ vn nombre infiny de pauures Chreſtiens eſtrangers , chaſſez ou exilez de leurs pays , qui y trouuent vn Hoſpital pendant leurs maladies , vn refuge au plus fort des allarmes , & touſiours des cœurs charitables preſts à leur faire du bien .",393,398,,,,
120,MCVF,depens,FR_Spending,MORIN,Marie Morin,Annales de l'Hôtel-Dieu de Montréal,1697,17th,,Annales,,,102345,"Apres luy s’ y joignit encorre Monsieur le duc de Liancourt , Monsieur le chevaillier de Morangis , Monsieur le chevaillier Duplessis Montbart , Monsieur le baron de Renty , sy renommé pour sa vertu , Monsieur Drouart , gentilhomme ordinere de Monseig‹neu›r le duc d’ Orleans , Monsieur le baron de Fancamp , Monsieur de Chomedey dit de Maisonneuve , qui an a esté le premier gouverneur et y a demeuré en cette calité plus de 20 ans , et plusieurs autres seigneurs dont les noms me sont inconnu qui s’ unirent et asocierent au mesme dessain et resolurent entr’ eux d’ anvoier et antretenir a leurs frais et despans une Colonie françoisse dans l’ isle du Montreal pour y travailler incessanment a la conversion des Sauvages .",607,613,,,,
121,MCVF,depens,FR_Spending,MORIN,Marie Morin,Annales de l'Hôtel-Dieu de Montréal,1697,17th,,Annales,,,102345,"et fit bastir aux despans de sa communauté et avec les 300’ dont je viens de parler une chapelle toute de pierre , une fois aussy grand que la premiere , toute de pierre et voutees qui luy cousta plus de 2=000’ dont elle ce ranboursa ensuittes sur les aumosnes qu’ on y fit , disant de bonne grace qu’ elle avoit fait cette advance a la s‹ain›te Vierge qui peyeroit bien ces deptes .",18,24,,,,
122,MCVF,depense,FR_Spending,JOINVILLE_MEMOIRES,Jean de Joinville,Mémoires ou Vie de Saint Louis,1305,14th,,Journal / Mémoire personnel,,,75650,"Si mette le roy ses deniers en despense ,",31,38,,,,
123,MCVF,depense,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,"et le pouvre homme , qui a tout le soussy de la despense , va souvent veoir comment le vin se porte , quant il voit si terriblement boire .",48,55,,,,
124,MCVF,depense,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,"Et si me fault aller a l’ assise de tel lieu pour le plait que j’ ay de vostre terre mesme de tel lieu , dont je n’ ay riens eu au moins ou bien petit , et m’ y fault faire grant despence .",179,186,,,,
125,MCVF,depense,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,or fault penser de soy acquiter des despenses qu’ il a faites ; ,36,44,,,,
126,MCVF,depense,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,"Quant vient que le pouvre homme est venu , qui vient de pourvoier vitaille , et a l’ aventure a fait grant meschief du sien , dont il est en grant soussy , il arive a l’ aventure une heure ou deux de nuit , pour ce qu’ il vient de loing et a grant envie de savoir de la dame et comment il li va , ou n’ ouse couchier dehors de paour de la despense .",339,346,,,,
127,MCVF,depense,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,"et acompte ce qu’ il peut avoir de revenue , de pencion ou de marchandie , selon l’ estat dont il est , et sa despence .",110,117,,,,
128,MCVF,depense,FR_Spending,XV-JOIES,Anonyme,Les XV Joyes du mariage,1375,14th,,Nouvelle / Fabliau,,,34693,le mesnage croistra et la despence .,26,33,,,,
129,MCVF,depense,FR_Spending,ANONYME_CNN,Anonyme,Cent Nouvelles Nouvelles,1458,15th,,Nouvelle / Fabliau,,,152174,"Nous irons plus tost , plus seurement et a mains de despense .",52,59,,,,
130,MCVF,depense,FR_Spending,ANONYME_CNN,Anonyme,Cent Nouvelles Nouvelles,1458,15th,,Nouvelle / Fabliau,,,152174,Je n’ y saroie ainsi aller sans grosse despence ; ,39,46,,,,
131,MCVF,depense,FR_Spending,ANONYME_CNN,Anonyme,Cent Nouvelles Nouvelles,1458,15th,,Nouvelle / Fabliau,,,152174,"Et tout premier ung gentil escuier frisque , frez et friant en bon point , qui tant rembourra son bas a son cher coust , tant en substance de son corps que en despense de pecune , car a la verité elle tant bien le pluma qu’ il n’ y failloit point renvoier , qu’ il s’ ennuya et retira , et de tous poins l’ abandonna .",159,166,,,,
132,MCVF,depense,FR_Spending,ANONYME_CNN,Anonyme,Cent Nouvelles Nouvelles,1458,15th,,Nouvelle / Fabliau,,,152174,"Or devez vous savoir qu’ en cest hostel avoit gentil compaignon clerc , qui tresbien chantoit et jouoit de la harpe , et avoit la charge de la despense .",143,150,,,,
133,MCVF,depense,FR_Spending,ANONYME_CNN,Anonyme,Cent Nouvelles Nouvelles,1458,15th,,Nouvelle / Fabliau,,,152174,et enqueroit des voyages de son hoste a ung ancien gentil homme qui avoit conduit le fait de sa despense en son voyage .,96,103,,,,
134,MCVF,depense,FR_Spending,Commynes_Memoires,Philippe de Commynes,Mémoires,1489,15th,,Journal / Mémoire personnel,,,43495,"Ces choses ainsi faictes , se retira ledict duc à Gand , où il y fut fait une entrée de grand despence .",94,101,,,,
135,MCVF,depense,FR_Spending,Commynes_Memoires,Philippe de Commynes,Mémoires,1489,15th,,Journal / Mémoire personnel,,,43495,et y feïst merveilleuse despence pour monstrer son triumphe .,24,31,,,,
136,MCVF,depense,FR_Spending,Commynes_Memoires,Philippe de Commynes,Mémoires,1489,15th,,Journal / Mémoire personnel,,,43495,"Les despenses et habillemens et d’ hommes et de femmes grans et superfluz , les convyz et les bancquetz plus grans et plus prodigues que en nul autre lieu dont j’ aye eu congnoissance , les baigneries et aultres festoyemens avecques femmes grans et desordonnéz et à peu de honte : je parle de femmes de basse condicion .",4,12,,,,
137,MCVF,depense,FR_Spending,VALOIRS_CORR,Marguerite de Valois,Correspondance,1569,16th,,Correspondance,,,40770,"Bien vous vouderoi je suplier de vouloir faire tant pour moi que Monsieur de Birague ( qui a pris tant de paine pour moi et qui a si bien servi le roi an ce voiage et tout autre lieu ) ne resut tant de perte a mon aucasion , aiant fait tant de despanse , et qu’ il pleut au roi i avoir esgart ; et fallant à la serimonnie du Saint Esprit , qui n’ i perdit ce qui=li ont .",244,251,,,,
138,MCVF,depense,FR_Spending,VALOIRS_CORR,Marguerite de Valois,Correspondance,1569,16th,,Correspondance,,,40770,"Toutefois comme a celui que je sai qui m’ est ami , et qui sest la nesesité de mes affaires , je vous diré libremant qu’ aiant prié Monsieur de Birague de prandre la paine de se voiage , qui m’ estoit nesesere , et qui ne poura que servir a l’ avancemant de votre negosiation , j’ euse bien dessiré , comme il=leut esté tres raisonnable , estant là pour moi et sachant la despanse et inconmodité qui=la eue pour m’ aconpagner , lui donner moien pour fournir a la despanse de ce voiage .",372,379,,,,
139,MCVF,depense,FR_Spending,MORIN,Marie Morin,Annales de l'Hôtel-Dieu de Montréal,1697,17th,,Annales,,,102345,On croit que la depance yra bien a mil escu .,16,22,,,,
140,MCVF,depense,FR_Spending,MORIN,Marie Morin,Annales de l'Hôtel-Dieu de Montréal,1697,17th,,Annales,,,102345,"et comme cela ne put pas estre assé tost fait pour leur donner du pain a manger , Messieurs les seigneurs leur donnerent l’ usage de 4 arpans de terre dans leur domeine ou il y avèt peu de depances a faire , pour quelques annee , afin qu’ elles y fisse semer du bled pour ce norir , ce qu’ elles firent pandant qu’ on travaillèt a neteyer des terres sur l’ habitation de S‹ain›t Joseph .",189,196,,,,
141,MCVF,depense,FR_Spending,MORIN,Marie Morin,Annales de l'Hôtel-Dieu de Montréal,1697,17th,,Annales,,,102345,"Monsieur La Dauversiere prenans ces conceils comme des marques nouvelles de la volonté de Dieu , il se resolut de mettre la main a l’ œuvre , quoy=qu’ il se vit hors d’ etat de fournir seul a la depance .",195,201,,,,
142,MCVF,depense,FR_Spending,MORIN,Marie Morin,Annales de l'Hôtel-Dieu de Montréal,1697,17th,,Annales,,,102345,"mais on n’ osèt l’ antreprandre faute de quoy fournir a la depance , joinct que Mons‹ieu›r Macé s’ i opposèt toujours disant que nous ferions comme l’ homme de l’ evangille qui entreprit de bastir sans moyens , que J‹esus› C‹hrist› condanna .",59,65,,,,
